name,manufacturer,year,age,kilometerage,engine,transmission,price
Toyota Rav4,TOYOTA,2021,4,50126.11298,Hybrid,Automatic,25600
Skoda Karoq,SKODA,2023,2,9340.60936,Petrol,Manual,25600
Volvo Xc40,VOLVO,2021,4,34109.9613,Hybrid,Automatic,25600
Nissan Qashqai,NISSAN,2022,3,22105.89424,Hybrid,Semiautomatic,25600
Nissan Juke,NISSAN,2024,1,16.0934,Hybrid,Automatic,25603
Peugeot 3008 Suv,PEUGEOT,2023,2,4848.94142,Plug_in_hybrid,Automatic,25605
Toyota Corolla,TOYOTA,2024,1,16093.4,Hybrid,Automatic,25608
Volvo Xc40,VOLVO,2021,4,36332.45984,Hybrid,Semiautomatic,25608
Toyota Yaris Cross,TOYOTA,2023,2,6807.5082,Hybrid,Automatic,25609
Toyota Corolla Touring Sport,TOYOTA,2023,2,4824.80132,Hybrid,Automatic,25610
Volkswagen Id.3,VOLKSWAGEN,2023,2,14958.8153,Electric,Automatic,25610
Volvo Xc40,VOLVO,2021,4,45553.97804,Petrol,Semiautomatic,25610
Volkswagen Tiguan,VOLKSWAGEN,2020,5,83685.68,Petrol,Automatic,25612
Kia Sportage,KIA,2024,1,11659.6683,Hybrid,Manual,25616
Honda Cr-V,HONDA,2019,6,17702.74,Hybrid,Automatic,25619
Mercedes-Benz Gla,MERCEDES-BENZ,2020,5,25406.65058,Petrol,Automatic,25620
Volvo Xc40 Recharge,VOLVO,2021,4,42072.97562,Hybrid,Semiautomatic,25620
Toyota Rav4,TOYOTA,2020,5,47921.31718,Hybrid,Automatic,25620
Audi Q2,AUDI,2023,2,52136.17864,Petrol,Semiautomatic,25621
Ford Puma,FORD,2023,2,5742.12512,Hybrid,Semiautomatic,25622
Toyota Yaris Cross,TOYOTA,2024,1,11341.01898,Hybrid,Automatic,25622
Audi A3 Saloon,AUDI,2023,2,14633.72862,Petrol,Semiautomatic,25622
Bmw X4,BMW,2020,5,95280.9747,Hybrid,Automatic,25623
Audi Q3,AUDI,2022,3,43786.92272,Petrol,Semiautomatic,25624
Mini Convertible,MINI,2024,1,4406.37292,Petrol,Automatic,25625
Land Rover Range Rover Velar,LAND ROVER,2018,7,89880.02966,Diesel,Automatic,25625
Mercedes-Benz Gla,MERCEDES-BENZ,2021,4,64629.48506,Petrol,Automatic,25626
Vauxhall Astra,VAUXHALL,2024,1,10908.10652,Electric,Automatic,25627
Hyundai Tucson,HYUNDAI,2022,3,44060.510519999996,Hybrid,Semiautomatic,25628
Skoda Octavia Estate,SKODA,2024,1,4546.3855,Hybrid,Semiautomatic,25630
Volkswagen Golf,VOLKSWAGEN,2024,1,11588.85734,Hybrid,Semiautomatic,25630
Land Rover Discovery Sport,LAND ROVER,2021,4,100963.55424,Diesel,Automatic,25630
Volkswagen Golf,VOLKSWAGEN,2024,1,6714.16648,Hybrid,Semiautomatic,25630
Audi A6 Avant,AUDI,2021,4,28781.43656,Petrol,Semiautomatic,25630
Audi A3 Saloon,AUDI,2022,3,49353.62978,Petrol,Semiautomatic,25632
Skoda Karoq,SKODA,2023,2,26462.37762,Petrol,Automatic,25633
Audi Q3,AUDI,2021,4,32722.71022,Diesel,Semiautomatic,25634
Skoda Octavia,SKODA,2024,1,19.31208,Petrol,Manual,25636
Nissan Qashqai,NISSAN,2023,2,10162.9821,Petrol,Automatic,25638
Mercedes-Benz E Class,MERCEDES-BENZ,2020,5,40775.84758,Diesel,Automatic,25639
Kia Niro,KIA,2024,1,4597.88438,Electric,Automatic,25639
Volvo Xc40,VOLVO,2020,5,22120.3783,Petrol,Automatic,25640
Honda Jazz,HONDA,2024,1,160.934,Hybrid,Automatic,25643
Ford Kuga,FORD,2022,3,23776.38916,Hybrid,Automatic,25645
Volvo V90,VOLVO,2020,5,114263.14,Diesel,Semiautomatic,25645
Mercedes-Benz E-Class,MERCEDES-BENZ,2022,3,66147.09268,Hybrid,Semiautomatic,25646
Vauxhall Grandland,VAUXHALL,2024,1,21515.26646,Petrol,Manual,25646
Mg Mg4,MG,2024,1,2132.3755,Electric,Automatic,25649
Land Rover Range Rover Velar,LAND ROVER,2020,5,99639.06742,Diesel,Automatic,25649
Audi A3,AUDI,2022,3,27294.4064,Petrol,Automatic,25650
Audi A3,AUDI,2023,2,16898.07,Diesel,Semiautomatic,25650
Audi A3,AUDI,2022,3,23058.62352,Petrol,Semiautomatic,25650
Volvo Xc60,VOLVO,2019,6,76631.94278,Petrol,Semiautomatic,25650
Mercedes-Benz Cla Shooting Brake,MERCEDES-BENZ,2022,3,72816.19764,Hybrid,Semiautomatic,25650
Nissan Qashqai,NISSAN,2022,3,16254.334,Hybrid,Semiautomatic,25650
Volkswagen T-Roc,VOLKSWAGEN,2023,2,3378.00466,Petrol,Manual,25650
Audi A6 Avant,AUDI,2021,4,76042.92434,Diesel,Semiautomatic,25650
Audi A3,AUDI,2021,4,36343.72522,Petrol,Semiautomatic,25650
Cupra Born,CUPRA,2023,2,12491.69708,Electric,Automatic,25650
Cupra Formentor,CUPRA,2024,1,11376.42446,Petrol,Manual,25650
Audi A4,AUDI,2022,3,5634.29934,Petrol,Semiautomatic,25650
Skoda Superb Estate,SKODA,2023,2,34526.78036,Diesel,Semiautomatic,25650
Toyota Rav4,TOYOTA,2021,4,75156.178,Hybrid,Automatic,25650
Audi A3 Saloon,AUDI,2023,2,11664.49632,Petrol,Semiautomatic,25650
Audi A3 Saloon,AUDI,2023,2,7003.84768,Petrol,Semiautomatic,25650
Toyota Rav4,TOYOTA,2020,5,51313.8059,Hybrid,Automatic,25650
Land Rover Range Rover Evoque,LAND ROVER,2021,4,34317.56616,Diesel,Automatic,25650
Land Rover Range Rover Evoque,LAND ROVER,2021,4,39918.06936,Diesel,Automatic,25650
Audi A1,AUDI,2023,2,17205.45394,Petrol,Semiautomatic,25651
Hyundai Tucson,HYUNDAI,2021,4,22823.65988,Hybrid,Automatic,25653
Kia Niro,KIA,2024,1,3928.39894,Hybrid,Automatic,25655
Toyota C-Hr,TOYOTA,2023,2,8761.24696,Hybrid,Automatic,25656
Audi Q2,AUDI,2024,1,902.83974,Petrol,Manual,25656
Jaguar E-Pace,JAGUAR,2021,4,63285.68616,Petrol,Automatic,25657
Nissan Qashqai,NISSAN,2023,2,13703.5301,Hybrid,Semiautomatic,25660
Audi Q2,AUDI,2021,4,39525.3904,Petrol,Automatic,25660
Land Rover Discovery Sport,LAND ROVER,2020,5,59027.37252,Diesel,Automatic,25663
Hyundai Tucson,HYUNDAI,2022,3,40212.57858,Hybrid,Automatic,25667
Skoda Karoq,SKODA,2023,2,23926.05778,Petrol,Automatic,25668
Audi A3 Saloon,AUDI,2023,2,11389.29918,Petrol,Semiautomatic,25670
Mercedes-Benz Eqc,MERCEDES-BENZ,2020,5,55731.4442,Electric,Automatic,25672
Toyota Yaris Cross,TOYOTA,2024,1,16819.21234,Hybrid,Automatic,25673
Honda Cr-V,HONDA,2022,3,28229.43294,Hybrid,Automatic,25674
Citroen Berlingo,CITROEN,2024,1,8.0467,Diesel,Manual,25674
Volvo Xc40,VOLVO,2023,2,27905.9556,Petrol,Automatic,25678
Ford Ranger,FORD,2021,4,64869.27672,Diesel,Automatic,25680
Ford Ranger,FORD,2021,4,15882.57646,Diesel,Automatic,25680
Land Rover Discovery Sport,LAND ROVER,2021,4,108081.66506,Diesel,Automatic,25680
Audi A3 Saloon,AUDI,2024,1,5264.15114,Diesel,Semiautomatic,25680
Toyota Rav4,TOYOTA,2022,3,42187.23876,Hybrid,Automatic,25685
Hyundai Kona,HYUNDAI,2024,1,3764.24626,Electric,Automatic,25685
Volkswagen Golf,VOLKSWAGEN,2024,1,4023.35,Diesel,Semiautomatic,25685
Toyota C-Hr,TOYOTA,2023,2,8300.97572,Hybrid,Automatic,25689
Peugeot 3008,PEUGEOT,2024,1,9044.4908,Diesel,Automatic,25689
Toyota C-Hr,TOYOTA,2024,1,9240.83028,Hybrid,Automatic,25689
Mazda Cx-5,MAZDA,2022,3,16218.92852,Petrol,Automatic,25689
Honda Cr-V,HONDA,2021,4,80129.0386,Hybrid,Automatic,25690
Volkswagen Tiguan,VOLKSWAGEN,2021,4,26681.24786,Petrol,Semiautomatic,25690
Audi A3,AUDI,2023,2,54720.77868,Petrol,Semiautomatic,25690
Ford Mustang Mach-E,FORD,2022,3,17174.87648,Electric,Automatic,25690
Audi A3 Saloon,AUDI,2023,2,2460.68086,Diesel,Semiautomatic,25690
Skoda Kamiq,SKODA,2024,1,4023.35,Petrol,Semiautomatic,25690
Skoda Superb Estate,SKODA,2023,2,22096.2382,Diesel,Semiautomatic,25690
Nissan Qashqai,NISSAN,2022,3,29013.18152,Hybrid,Automatic,25690
Volkswagen Golf Hatchback,VOLKSWAGEN,2024,1,8801.48046,Petrol,Manual,25690
Audi A5,AUDI,2022,3,53108.22,Petrol,Automatic,25690
Ds Automobiles Ds 4,DS,2024,1,16.0934,Hybrid,Automatic,25690
Audi A5 Sportback,AUDI,2021,4,42760.1638,Diesel,Semiautomatic,25690
Skoda Kamiq,SKODA,2024,1,4103.817,Petrol,Semiautomatic,25690
Vauxhall Grandland,VAUXHALL,2023,2,6541.9671,Petrol,Automatic,25690
Nissan Qashqai,NISSAN,2024,1,9810.53664,Petrol,Manual,25690
Volkswagen Transporter,VOLKSWAGEN,2021,4,86859.29848,Diesel,Manual,25690
Mini Convertible,MINI,2024,1,10653.8308,Petrol,Semiautomatic,25690
Peugeot 408,PEUGEOT,2023,2,32186.8,Plug_in_hybrid,Automatic,25691
Audi Q3,AUDI,2019,6,66246.87176,Petrol,Semiautomatic,25692
Volkswagen Tiguan,VOLKSWAGEN,2021,4,62764.26,Diesel,Semiautomatic,25692
Renault Master,RENAULT,2023,2,395.89764,Diesel,Manual,25694
Toyota Yaris,TOYOTA,2024,1,25487.11758,Hybrid,Automatic,25694
Audi Q3,AUDI,2019,6,27522.932679999998,Petrol,Semiautomatic,25695
Lexus Rx L,LEXUS,2019,6,107127.32644,Hybrid,Automatic,25695
Peugeot 5008,PEUGEOT,2023,2,56606.92516,Petrol,Automatic,25695
Bmw M4,BMW,2017,8,73748.0055,Petrol,Automatic,25695
Mercedes-Benz Cla,MERCEDES-BENZ,2020,5,16552.0619,Petrol,Semiautomatic,25695
Toyota Rav4,TOYOTA,2021,4,74769.9364,Hybrid,Automatic,25695
Audi A3,AUDI,2022,3,29439.65662,Hybrid,Semiautomatic,25695
Volkswagen Golf,VOLKSWAGEN,2024,1,11975.09894,Hybrid,Semiautomatic,25695
Kia Sportage,KIA,2021,4,27524.54202,Petrol,Automatic,25695
Bmw M5,BMW,2014,11,38624.159999999996,Petrol,Automatic,25695
Skoda Karoq,SKODA,2023,2,18381.88148,Petrol,Manual,25695
Jaguar F-Pace,JAGUAR,2020,5,41376.1314,Petrol,Automatic,25695
Volkswagen Tiguan,VOLKSWAGEN,2022,3,43017.6582,Plug_in_hybrid,Automatic,25695
Bmw X5,BMW,2017,8,128747.2,Diesel,Automatic,25695
Honda Cr-V,HONDA,2021,4,19392.547,Hybrid,Automatic,25695
Hyundai Kona,HYUNDAI,2023,2,15798.89078,Hybrid,Automatic,25695
Bmw X1,BMW,2022,3,29212.73968,Petrol,Semiautomatic,25695
Vauxhall Vivaro,VAUXHALL,2023,2,52145.83468,Diesel,Automatic,25695
Kia Niro,KIA,2022,3,39578.49862,Hybrid,Automatic,25695
Skoda Kamiq,SKODA,2024,1,1609.34,Petrol,Semiautomatic,25695
Volkswagen Tiguan,VOLKSWAGEN,2020,5,37621.54118,Diesel,Semiautomatic,25695
Tesla Model 3,TESLA,2021,4,55647.75852,Electric,Automatic,25697
Mercedes-Benz A-Class,MERCEDES-BENZ,2021,4,39485.1569,Hybrid,Semiautomatic,25697
Audi Q3,AUDI,2021,4,61206.41888,Petrol,Semiautomatic,25697
Audi A3,AUDI,2021,4,25783.23614,Hybrid,Semiautomatic,25697
Toyota Rav4,TOYOTA,2022,3,44210.17914,Hybrid,Automatic,25697
Toyota C-Hr,TOYOTA,2023,2,8693.65468,Hybrid,Automatic,25697
Bmw 3 Series,BMW,2020,5,51830.40404,Hybrid,Semiautomatic,25697
Honda E Ny1,HONDA,2024,1,4176.2373,Electric,Automatic,25697
Mercedes-Benz A-Class,MERCEDES-BENZ,2021,4,47144.00596,Hybrid,Semiautomatic,25697
Tesla Model 3,TESLA,2021,4,29901.5372,Electric,Automatic,25697
Cupra Formentor,CUPRA,2024,1,11983.14564,Hybrid,Semiautomatic,25697
Bmw 5 Series,BMW,2021,4,62318.47282,Hybrid,Semiautomatic,25697
Ford Ranger,FORD,2021,4,61002.032699999996,Diesel,Automatic,25698
Land Rover Range Rover Evoque,LAND ROVER,2021,4,76050.97104,Plug_in_hybrid,Automatic,25699
Mercedes-Benz A Class,MERCEDES-BENZ,2019,6,45296.48364,Petrol,Automatic,25699
Ford Puma,FORD,2024,1,5201.38688,Hybrid,Automatic,25699
Hyundai Tucson,HYUNDAI,2022,3,49352.02044,Hybrid,Semiautomatic,25699
Audi Q5,AUDI,2020,5,55461.07508,Petrol,Semiautomatic,25699
Volkswagen Tiguan,VOLKSWAGEN,2021,4,19381.28162,Petrol,Semiautomatic,25699
Volkswagen Arteon Shooting Brake,VOLKSWAGEN,2022,3,39282.38006,Hybrid,Semiautomatic,25699
Lexus Nx,LEXUS,2020,5,70899.4737,Hybrid,Automatic,25699
Bmw 3 Series Touring,BMW,2021,4,29983.61354,Hybrid,Semiautomatic,25699
Ford Focus St,FORD,2022,3,24590.7152,Petrol,Manual,25699
Hyundai Tucson,HYUNDAI,2021,4,19342.65746,Hybrid,Semiautomatic,25699
Audi A3,AUDI,2024,1,23747.42104,Petrol,Semiautomatic,25699
Cupra Leon,CUPRA,2024,1,32289.79776,Hybrid,Semiautomatic,25699
Audi Tt,AUDI,2022,3,13598.923,Petrol,Semiautomatic,25699
Hyundai Tucson,HYUNDAI,2022,3,3878.5094,Petrol,Manual,25699
Toyota Corolla Touring Sport,TOYOTA,2023,2,10723.03242,Hybrid,Automatic,25699
Volkswagen Golf Gte,VOLKSWAGEN,2024,1,9725.24162,Hybrid,Semiautomatic,25699
Bmw 1 Series,BMW,2023,2,35159.25098,Petrol,Semiautomatic,25699
Bmw 1 Series,BMW,2024,1,21397.78464,Petrol,Semiautomatic,25699
Peugeot 308,PEUGEOT,2023,2,1836.25694,Hybrid,Semiautomatic,25699
Mercedes-Benz Glc,MERCEDES-BENZ,2018,7,60712.3515,Petrol,Semiautomatic,25699
Audi A4,AUDI,2022,3,29692.323,Petrol,Semiautomatic,25699
Kia Sportage,KIA,2022,3,34766.57202,Hybrid,Automatic,25699
Bmw 1 Series,BMW,2024,1,8861.02604,Diesel,Semiautomatic,25699
Cupra Leon,CUPRA,2023,2,9865.2542,Hybrid,Semiautomatic,25699
Bmw 1 Series,BMW,2024,1,5119.31054,Petrol,Automatic,25699
Peugeot 408,PEUGEOT,2024,1,8302.58506,Hybrid,Semiautomatic,25699
Skoda Karoq,SKODA,2022,3,26647.45172,Petrol,Automatic,25699
Mercedes-Benz A-Class,MERCEDES-BENZ,2021,4,23956.63524,Diesel,Semiautomatic,25699
Toyota Yaris Cross,TOYOTA,2023,2,3431.11288,Hybrid,Automatic,25699
Bmw 2 Series Gran Coupe,BMW,2024,1,21859.66522,Petrol,Semiautomatic,25699
Bmw 5 Series,BMW,2020,5,49477.54896,Hybrid,Automatic,25700
Toyota Rav4,TOYOTA,2021,4,50530.05732,Hybrid,Automatic,25700
Bmw X3,BMW,2019,6,56017.90672,Diesel,Automatic,25700
Volvo Xc60,VOLVO,2020,5,83685.68,Plug_in_hybrid,Automatic,25700
Audi Q3,AUDI,2021,4,35151.20428,Petrol,Semiautomatic,25700
Mercedes-Benz Cla,MERCEDES-BENZ,2022,3,16004.8863,Hybrid,Automatic,25700
Tesla Model 3,TESLA,2022,3,43563.22446,Electric,Automatic,25700
Mercedes-Benz A Class,MERCEDES-BENZ,2021,4,35756.31612,Petrol,Automatic,25700
Land Rover Range Rover Evoque,LAND ROVER,2020,5,61043.87554,Hybrid,Automatic,25700
Tesla Model 3,TESLA,2023,2,64272.21158,Electric,Automatic,25700
Skoda Octavia Estate,SKODA,2024,1,9041.27212,Diesel,Semiautomatic,25700
Audi A4 Avant,AUDI,2022,3,35518.1338,Petrol,Semiautomatic,25700
Audi A3 Saloon,AUDI,2023,2,10177.46616,Petrol,Semiautomatic,25700
Audi A5,AUDI,2021,4,34505.85894,Petrol,Semiautomatic,25700
Mercedes-Benz Gla,MERCEDES-BENZ,2021,4,33931.32456,Petrol,Semiautomatic,25700
Audi Q3,AUDI,2022,3,42867.98958,Petrol,Semiautomatic,25700
Audi A6 Saloon,AUDI,2021,4,44697.80916,Petrol,Semiautomatic,25700
Hyundai Tucson,HYUNDAI,2022,3,36483.7378,Hybrid,Semiautomatic,25700
Nissan Ariya,NISSAN,2024,1,5061.3743,Electric,Automatic,25700
Volvo Xc40,VOLVO,2021,4,21201.44516,Petrol,Automatic,25700
Audi A3,AUDI,2021,4,26227.41398,Hybrid,Semiautomatic,25700
Ford Mustang Mach-E,FORD,2022,3,42793.95994,Electric,Automatic,25700
Bmw 1 Series,BMW,2022,3,27909.17428,Petrol,Semiautomatic,25700
Jaguar F-Pace,JAGUAR,2019,6,83677.6333,Petrol,Automatic,25700
Nissan Qashqai,NISSAN,2023,2,18660.2973,Hybrid,Semiautomatic,25700
Mercedes-Benz Cla,MERCEDES-BENZ,2020,5,21850.00918,Petrol,Automatic,25706
Bmw 4 Series,BMW,2021,4,48352.6203,Petrol,Automatic,25706
Audi Q2,AUDI,2024,1,6435.75066,Petrol,Manual,25707
Toyota Yaris Cross,TOYOTA,2023,2,9133.0045,Hybrid,Automatic,25708
Audi A1,AUDI,2022,3,14704.53958,Petrol,Semiautomatic,25708
Peugeot 3008,PEUGEOT,2022,3,80.467,Petrol,Automatic,25710
Bmw 1 Series,BMW,2024,1,6279.64468,Petrol,Semiautomatic,25710
Audi A3,AUDI,2023,2,14015.74206,Petrol,Semiautomatic,25714
Toyota C-Hr,TOYOTA,2023,2,15617.03536,Hybrid,Automatic,25715
Kia Sportage,KIA,2023,2,3001.4191,Petrol,Manual,25718
Audi Q3,AUDI,2021,4,61402.75836,Petrol,Automatic,25719
Toyota Corolla Touring Sport,TOYOTA,2023,2,25182.95232,Hybrid,Automatic,25719
Honda Cr-V,HONDA,2023,2,43326.65148,Hybrid,Automatic,25719
Audi A5 Sportback,AUDI,2020,5,56494.27136,Petrol,Semiautomatic,25720
Mercedes-Benz C-Class,MERCEDES-BENZ,2016,9,123320.50552,Petrol,Automatic,25720
Audi Q2,AUDI,2024,1,23240.47894,Petrol,Semiautomatic,25720
Mercedes-Benz Cls,MERCEDES-BENZ,2020,5,96103.34744,Diesel,Semiautomatic,25725
Ds Automobiles Ds 4,DS,2024,1,6437.36,Diesel,Automatic,25725
Audi Q3,AUDI,2021,4,19281.50254,Diesel,Semiautomatic,25725
Kia Sorento,KIA,2018,7,45383.388,Diesel,Automatic,25729
Hyundai Tucson,HYUNDAI,2021,4,26583.07812,Hybrid,Automatic,25729
Peugeot 3008,PEUGEOT,2023,2,16066.04122,Petrol,Automatic,25731
Polestar Polestar 2,POLESTAR,2022,3,52736.46246,Electric,Automatic,25737
Audi A3,AUDI,2024,1,162.54334,Petrol,Semiautomatic,25737
Volkswagen Golf Gti,VOLKSWAGEN,2021,4,38730.37644,Petrol,Manual,25739
Mercedes-Benz E Class,MERCEDES-BENZ,2021,4,117481.81999999999,Plug_in_hybrid,Automatic,25740
Nissan Primastar,NISSAN,2023,2,4290.50044,Diesel,Manual,25740
Jaguar E-Pace,JAGUAR,2021,4,32009.7726,Diesel,Automatic,25740
Polestar 2,POLESTAR,2023,2,1636.69878,Electric,Automatic,25740
Honda Hr-V,HONDA,2023,2,13940.10308,Hybrid,Automatic,25740
Mini Hatchback 5Dr,MINI,2024,1,19588.88648,Petrol,Semiautomatic,25740
Mini Hatchback,MINI,2023,2,10732.68846,Petrol,Semiautomatic,25740
Volkswagen Crafter,VOLKSWAGEN,2022,3,127606.17794,Diesel,Manual,25741
Toyota Rav4,TOYOTA,2021,4,46651.54792,Hybrid,Automatic,25743
Volkswagen Golf,VOLKSWAGEN,2024,1,1609.34,Petrol,Manual,25743
Mg Hs,MG,2024,1,1813.7261799999999,Petrol,Semiautomatic,25745
Hyundai Santa Fe,HYUNDAI,2020,5,76660.9109,Diesel,Semiautomatic,25745
Volvo Xc40,VOLVO,2021,4,55042.64668,Hybrid,Semiautomatic,25745
Audi Tt,AUDI,2022,3,49115.44746,Petrol,Semiautomatic,25745
Mercedes-Benz A Class,MERCEDES-BENZ,2022,3,9842.72344,Petrol,Automatic,25748
Toyota Rav4,TOYOTA,2020,5,53108.22,Hybrid,Automatic,25749
Mercedes-Benz A-Class,MERCEDES-BENZ,2023,2,8046.7,Hybrid,Semiautomatic,25749
Kia Xceed,KIA,2024,1,17.70274,Hybrid,Automatic,25749
Audi A1,AUDI,2023,2,13878.94816,Petrol,Semiautomatic,25750
Audi A7,AUDI,2019,6,53108.22,Diesel,Automatic,25750
Mercedes-Benz A Class,MERCEDES-BENZ,2022,3,17430.76154,Petrol,Automatic,25750
Audi Tt,AUDI,2020,5,38302.292,Petrol,Semiautomatic,25750
Audi A4 Avant,AUDI,2021,4,44625.38886,Diesel,Semiautomatic,25750
Land Rover Range Rover Sport,LAND ROVER,2018,7,154496.63999999998,Diesel,Automatic,25750
Polestar Polestar 2,POLESTAR,2022,3,37014.82,Electric,Automatic,25750
Audi A5 Sportback,AUDI,2021,4,41211.97872,Diesel,Semiautomatic,25750
Skoda Karoq,SKODA,2024,1,8878.72878,Petrol,Manual,25750
Volvo Xc40 Recharge,VOLVO,2021,4,48069.37646,Hybrid,Semiautomatic,25750
Audi A5,AUDI,2021,4,72576.40598,Petrol,Automatic,25750
Volvo Xc40,VOLVO,2018,7,25611.03676,Petrol,Semiautomatic,25750
Skoda Octavia Estate,SKODA,2024,1,5333.35276,Hybrid,Semiautomatic,25750
Peugeot 408,PEUGEOT,2024,1,4828.0199999999995,Petrol,Semiautomatic,25750
Skoda Octavia Estate,SKODA,2023,2,5280.24454,Diesel,Semiautomatic,25750
Kia Proceed,KIA,2024,1,12504.5718,Petrol,Semiautomatic,25750
Audi A6 Avant,AUDI,2021,4,80442.8599,Petrol,Automatic,25750
Audi Q3,AUDI,2022,3,63802.2843,Diesel,Semiautomatic,25750
Audi Q3,AUDI,2021,4,73706.16266,Petrol,Manual,25750
Volkswagen Golf,VOLKSWAGEN,2024,1,3200.97726,Hybrid,Automatic,25750
Audi A1,AUDI,2023,2,30588.72538,Petrol,Semiautomatic,25750
Audi A3,AUDI,2024,1,11265.38,Petrol,Semiautomatic,25750
Audi Q3,AUDI,2019,6,77330.39634,Petrol,Semiautomatic,25750
Mercedes-Benz Gla,MERCEDES-BENZ,2021,4,96565.22802,Petrol,Automatic,25750
Ford Transit,FORD,2024,1,1097.56988,Electric,Automatic,25750
Volkswagen Golf,VOLKSWAGEN,2024,1,9351.87474,Hybrid,Semiautomatic,25750
Hyundai Kona,HYUNDAI,2022,3,13257.74292,Petrol,Automatic,25750
Mercedes-Benz Glc,MERCEDES-BENZ,2020,5,74029.64,Diesel,Automatic,25750
Audi Tt,AUDI,2021,4,30979.795,Petrol,Semiautomatic,25750
Mini Countryman,MINI,2021,4,23335.43,Petrol,Semiautomatic,25750
Audi A3,AUDI,2024,1,8896.43152,Petrol,Manual,25750
Tesla Model 3,TESLA,2021,4,27265.43828,Electric,Automatic,25750
Audi Tt,AUDI,2020,5,57149.27274,Petrol,Semiautomatic,25750
Bmw 3 Series,BMW,2021,4,90123.04,Hybrid,Automatic,25750
Audi Q5,AUDI,2021,4,53671.489,Petrol,Semiautomatic,25750
Audi Q2,AUDI,2024,1,23905.13636,Petrol,Semiautomatic,25750
Skoda Kamiq,SKODA,2024,1,16.0934,Petrol,Semiautomatic,25750
Skoda Superb,SKODA,2023,2,14756.03846,Diesel,Semiautomatic,25750
Toyota Corolla,TOYOTA,2023,2,14484.06,Hybrid,Automatic,25751
Toyota Rav4,TOYOTA,2021,4,30228.23322,Hybrid,Automatic,25751
Mercedes-Benz Eqa,MERCEDES-BENZ,2023,2,39148.80484,Electric,Automatic,25754
Peugeot 5008,PEUGEOT,2021,4,26558.93802,Petrol,Semiautomatic,25755
Bmw 1 Series,BMW,2024,1,18975.72794,Petrol,Automatic,25757
Seat Alhambra,SEAT,2020,5,13858.02674,Diesel,Automatic,25757
Audi Q3,AUDI,2021,4,30115.57942,Petrol,Manual,25760
Land Rover Discovery Sport,LAND ROVER,2019,6,61542.77094,Diesel,Automatic,25760
Kia Niro,KIA,2024,1,1910.28658,Electric,Automatic,25762
Audi Q2,AUDI,2023,2,15478.63212,Petrol,Semiautomatic,25763
Hyundai Tucson,HYUNDAI,2023,2,17363.16926,Hybrid,Semiautomatic,25765
Toyota Rav4,TOYOTA,2021,4,39325.83224,Hybrid,Automatic,25768
Toyota Yaris Cross,TOYOTA,2023,2,4506.152,Hybrid,Automatic,25768
Volkswagen Tiguan,VOLKSWAGEN,2021,4,29328.61216,Diesel,Automatic,25769
Volkswagen Arteon Shooting Brake,VOLKSWAGEN,2022,3,26632.96766,Petrol,Semiautomatic,25770
Volvo Xc40,VOLVO,2021,4,27743.41226,Petrol,Semiautomatic,25770
Peugeot 508 Sw,PEUGEOT,2023,2,37594.1824,Plug_in_hybrid,Automatic,25770
Toyota Rav4,TOYOTA,2020,5,22202.45464,Hybrid,Automatic,25774
Mercedes C Class,MERCEDES,2011,14,62793.22812,Petrol,Automatic,25775
Seat Ateca,SEAT,2024,1,11326.53492,Petrol,Automatic,25775
Honda Cr-V,HONDA,2021,4,45780.89498,Hybrid,Automatic,25776
Land Rover Discovery,LAND ROVER,2018,7,65257.12766,Diesel,Automatic,25777
Mini Countryman,MINI,2021,4,25165.24958,Petrol,Automatic,25778
Skoda Karoq,SKODA,2023,2,7885.766,Petrol,Automatic,25780
Volkswagen Golf,VOLKSWAGEN,2024,1,10896.84114,Hybrid,Semiautomatic,25780
Volkswagen Golf,VOLKSWAGEN,2024,1,11505.17166,Hybrid,Semiautomatic,25780
Mercedes-Benz Eqa,MERCEDES-BENZ,2021,4,23697.5315,Electric,Automatic,25780
Audi A1,AUDI,2024,1,667.8761,Petrol,Semiautomatic,25780
Audi Q5,AUDI,2020,5,57131.57,Diesel,Semiautomatic,25780
Volkswagen Tiguan Allspace,VOLKSWAGEN,2023,2,32112.77036,Petrol,Automatic,25781
Mercedes-Benz A-Class,MERCEDES-BENZ,2024,1,5605.33122,Petrol,Automatic,25784
Audi A6 Avant,AUDI,2020,5,115331.74176,Petrol,Semiautomatic,25784
Ford Puma St,FORD,2024,1,970.43202,Petrol,Manual,25786
Toyota Corolla,TOYOTA,2023,2,17968.2811,Hybrid,Automatic,25787
Audi A4,AUDI,2021,4,25749.44,Petrol,Automatic,25788
Toyota Corolla Touring Sport,TOYOTA,2023,2,14318.29798,Hybrid,Automatic,25788
Ford Ranger,FORD,2021,4,85295.02,Diesel,Automatic,25788
Volkswagen Caddy,VOLKSWAGEN,2022,3,42558.9963,Diesel,Semiautomatic,25788
Volkswagen Golf,VOLKSWAGEN,2024,1,479.58332,Petrol,Manual,25789
Audi Q2,AUDI,2022,3,30123.62612,Petrol,Semiautomatic,25789
Audi A4 Avant,AUDI,2022,3,68754.22348,Diesel,Semiautomatic,25789
Bmw 2 Series,BMW,2021,4,38624.159999999996,Petrol,Automatic,25790
Mercedes E Class,MERCEDES,2022,3,88755.101,Hybrid,Automatic,25790
Mercedes E Class,MERCEDES,2022,3,88513.7,Hybrid,Automatic,25790
