name,manufacturer,year,age,kilometerage,engine,transmission,price
Nissan Juke,NISSAN,2014,11,182653.65264,Petrol,Manual,3261
Skoda Citigo,SKODA,2011,14,161777.29416,Petrol,Manual,3275
Audi A4,AUDI,2011,14,161777.29416,Petrol,Manual,3275
Skoda Roomster,SKODA,2011,14,161777.29416,Petrol,Manual,3275
Mg Mg3,MG,2011,14,161777.29416,Petrol,Manual,3275
Honda Civic,HONDA,2011,14,161777.29416,Petrol,Manual,3275
Toyota Yaris,TOYOTA,2011,14,161777.29416,Petrol,Manual,3275
Hyundai I10,HYUNDAI,2011,14,161777.29416,Petrol,Manual,3275
Renault Clio,RENAULT,2011,14,161777.29416,Petrol,Manual,3275
Nissan Juke,NISSAN,2011,14,161777.29416,Petrol,Manual,3275
Vauxhall Corsa,VAUXHALL,2011,14,161777.29416,Petrol,Manual,3280
Ford Focus,FORD,2011,14,161777.29416,Petrol,Manual,3280
Nissan Qashqai,NISSAN,2011,14,161777.29416,Petrol,Manual,3280
Ford Fiesta,FORD,2011,14,161777.29416,Petrol,Manual,3280
Mercedes-Benz E Class,MERCEDES-BENZ,2011,14,161777.29416,Petrol,Manual,3285
Fiat 500,FIAT,2011,14,161777.29416,Petrol,Manual,3285
Nissan Qashqai,NISSAN,2011,14,161777.29416,Petrol,Manual,3285
Ford Focus,FORD,2011,14,161777.29416,Petrol,Manual,3285
Hyundai I30,HYUNDAI,2016,9,171161.3557,Petrol,Manual,3285
Peugeot 108,PEUGEOT,2016,9,171161.3557,Petrol,Manual,3285
Vauxhall Astra Gtc,VAUXHALL,2016,9,171161.3557,Petrol,Manual,3285
Citroen C4 Picasso,CITROEN,2016,9,171161.3557,Petrol,Manual,3285
Peugeot 3008,PEUGEOT,2016,9,171161.3557,Petrol,Manual,3285
Ford Fiesta,FORD,2016,9,171161.3557,Petrol,Manual,3288
Toyota Aygo,TOYOTA,2016,9,171161.3557,Petrol,Manual,3288
Nissan Juke,NISSAN,2016,9,171161.3557,Petrol,Manual,3289
Bmw 1 Series,BMW,2016,9,171161.3557,Petrol,Manual,3290
Citroen Ds3,CITROEN,2016,9,171161.3557,Petrol,Manual,3290
Ford Fiesta,FORD,2016,9,171161.3557,Petrol,Manual,3290
Suzuki Sx4,SUZUKI,2016,9,171161.3557,Petrol,Manual,3290
Vauxhall Corsa,VAUXHALL,2016,9,171161.3557,Petrol,Manual,3290
Smart Fortwo,SMART,2016,9,171161.3557,Petrol,Manual,3290
Mazda Mazda3,MAZDA,2016,9,171161.3557,Petrol,Manual,3290
Peugeot 208,PEUGEOT,2016,9,171161.3557,Petrol,Manual,3290
Fiat 500,FIAT,2016,9,171161.3557,Petrol,Manual,3290
Vauxhall Astra Gtc,VAUXHALL,2016,9,171161.3557,Petrol,Manual,3290
Kia Sportage,KIA,2010,15,106216.44,Petrol,Manual,3290
Citroen C1,CITROEN,2010,15,106216.44,Petrol,Manual,3290
Volkswagen Golf,VOLKSWAGEN,2010,15,106216.44,Petrol,Manual,3290
Smart Fortwo,SMART,2010,15,106216.44,Petrol,Manual,3290
Fiat 500,FIAT,2010,15,106216.44,Petrol,Manual,3290
Fiat 500,FIAT,2010,15,106216.44,Petrol,Manual,3290
Kia Picanto,KIA,2010,15,106216.44,Petrol,Manual,3290
Ford Focus,FORD,2010,15,106216.44,Petrol,Manual,3290
Seat Ibiza,SEAT,2010,15,106216.44,Petrol,Manual,3290
Bmw 1 Series,BMW,2010,15,106216.44,Petrol,Manual,3290
Toyota Avensis,TOYOTA,2010,15,106216.44,Petrol,Manual,3290
Audi A3,AUDI,2010,15,106216.44,Petrol,Manual,3290
Hyundai I10,HYUNDAI,2010,15,106216.44,Petrol,Manual,3290
Hyundai I30,HYUNDAI,2010,15,106216.44,Petrol,Manual,3290
Land Rover Freelander,LAND ROVER,2010,15,106216.44,Petrol,Manual,3290
Vauxhall Zafira Tourer,VAUXHALL,2010,15,106216.44,Petrol,Manual,3290
Volkswagen Beetle,VOLKSWAGEN,2010,15,106216.44,Petrol,Manual,3290
Peugeot 207,PEUGEOT,2010,15,106216.44,Petrol,Manual,3290
Ford Ka,FORD,2012,13,109835.84566,Petrol,Manual,3290
Peugeot 3008,PEUGEOT,2012,13,109835.84566,Petrol,Manual,3290
Citroen C3 Picasso,CITROEN,2012,13,109835.84566,Petrol,Manual,3290
Nissan Juke,NISSAN,2012,13,109835.84566,Petrol,Manual,3290
Hyundai I30,HYUNDAI,2012,13,109835.84566,Petrol,Manual,3290
Vauxhall Corsa,VAUXHALL,2012,13,109835.84566,Petrol,Manual,3290
Fiat 500C,FIAT,2012,13,109835.84566,Petrol,Manual,3290
Dacia Sandero,DACIA,2012,13,109835.84566,Petrol,Manual,3290
Ford Fiesta,FORD,2012,13,109835.84566,Petrol,Manual,3290
Peugeot Partner,PEUGEOT,2012,13,109835.84566,Petrol,Manual,3290
Nissan Note,NISSAN,2012,13,109835.84566,Petrol,Manual,3290
Ford Mondeo,FORD,2012,13,109835.84566,Petrol,Manual,3290
Kia Picanto,KIA,2012,13,109835.84566,Petrol,Manual,3290
Nissan Qashqai,NISSAN,2012,13,109835.84566,Petrol,Manual,3290
Mini Coupe,MINI,2012,13,109835.84566,Petrol,Manual,3290
Peugeot 107,PEUGEOT,2012,13,109835.84566,Petrol,Manual,3290
Vauxhall Insignia,VAUXHALL,2012,13,109835.84566,Petrol,Manual,3290
Toyota Aygo,TOYOTA,2012,13,109835.84566,Petrol,Manual,3290
Suzuki Swift,SUZUKI,2010,15,45965.96908,Petrol,Manual,3290
Fiat 500L,FIAT,2010,15,45965.96908,Petrol,Manual,3290
Vauxhall Insignia,VAUXHALL,2010,15,45965.96908,Petrol,Manual,3290
Ford C-Max,FORD,2010,15,45965.96908,Petrol,Manual,3290
Ford B-Max,FORD,2010,15,45965.96908,Petrol,Manual,3290
Nissan Juke,NISSAN,2010,15,45965.96908,Petrol,Manual,3290
Seat Leon,SEAT,2010,15,45965.96908,Petrol,Manual,3290
Vauxhall Astra,VAUXHALL,2010,15,45965.96908,Petrol,Manual,3290
Vauxhall Corsa,VAUXHALL,2010,15,45965.96908,Petrol,Manual,3290
Toyota Avensis,TOYOTA,2010,15,45965.96908,Petrol,Manual,3290
Mercedes-Benz C-Class,MERCEDES-BENZ,2010,15,45965.96908,Petrol,Manual,3290
Hyundai I30,HYUNDAI,2010,15,45965.96908,Petrol,Manual,3290
Peugeot 5008,PEUGEOT,2010,15,45965.96908,Petrol,Manual,3290
Fiat Panda,FIAT,2010,15,45965.96908,Petrol,Manual,3290
Ford Fiesta,FORD,2010,15,45965.96908,Petrol,Manual,3291
Hyundai I10,HYUNDAI,2010,15,45965.96908,Petrol,Manual,3291
Volkswagen Polo,VOLKSWAGEN,2010,15,170097.58196,Petrol,Manual,3295
Volkswagen Polo,VOLKSWAGEN,2010,15,170097.58196,Petrol,Manual,3295
Toyota Aygo,TOYOTA,2010,15,170097.58196,Petrol,Manual,3295
Ford Ka,FORD,2010,15,170097.58196,Petrol,Manual,3295
Dacia Sandero,DACIA,2010,15,170097.58196,Petrol,Manual,3295
Hyundai I10,HYUNDAI,2010,15,170097.58196,Petrol,Manual,3295
Fiat 500,FIAT,2010,15,170097.58196,Petrol,Manual,3295
Citroen Ds3,CITROEN,2010,15,170097.58196,Petrol,Manual,3295
Bmw 5 Series,BMW,2010,15,170097.58196,Petrol,Manual,3295
Smart Forfour,SMART,2010,15,170097.58196,Petrol,Manual,3295
Hyundai Ix20,HYUNDAI,2010,15,170097.58196,Petrol,Manual,3295
Ford Focus,FORD,2010,15,170097.58196,Petrol,Manual,3295
Honda Civic,HONDA,2010,15,170097.58196,Petrol,Manual,3295
Fiat Panda,FIAT,2010,15,170097.58196,Petrol,Manual,3295
Vauxhall Corsa,VAUXHALL,2010,15,170097.58196,Petrol,Manual,3295
Volkswagen Golf,VOLKSWAGEN,2010,15,170097.58196,Petrol,Manual,3295
Toyota Aygo,TOYOTA,2010,15,189580.252,Petrol,Automatic,3295
Ford Fiesta,FORD,2010,15,189580.252,Petrol,Automatic,3295
Jaguar Xf,JAGUAR,2010,15,189580.252,Petrol,Automatic,3295
Land Rover Freelander 2,LAND ROVER,2010,15,189580.252,Petrol,Automatic,3295
Mercedes A Class,MERCEDES,2010,15,189580.252,Petrol,Automatic,3295
Vauxhall Astra,VAUXHALL,2010,15,189580.252,Petrol,Automatic,3295
Hyundai Ix20,HYUNDAI,2010,15,189580.252,Petrol,Automatic,3295
Honda Jazz,HONDA,2010,15,189580.252,Petrol,Automatic,3295
Honda Civic,HONDA,2010,15,189580.252,Petrol,Automatic,3295
Ford Ka,FORD,2010,15,189580.252,Petrol,Automatic,3295
Volkswagen Cc,VOLKSWAGEN,2010,15,189580.252,Petrol,Automatic,3295
Vauxhall Meriva,VAUXHALL,2010,15,189580.252,Petrol,Automatic,3295
Volkswagen Golf,VOLKSWAGEN,2010,15,189580.252,Petrol,Automatic,3295
Skoda Octavia,SKODA,2010,15,189580.252,Petrol,Automatic,3295
Alfa Romeo Giulietta,ALFA,2010,15,189580.252,Petrol,Automatic,3295
Vauxhall Corsa,VAUXHALL,2010,15,189580.252,Petrol,Automatic,3295
Ford Focus,FORD,2010,15,189580.252,Petrol,Automatic,3295
Peugeot 208,PEUGEOT,2012,13,153238.13612,Diesel,Manual,3295
Citroen Ds3,CITROEN,2012,13,153238.13612,Diesel,Manual,3295
Bmw X5,BMW,2012,13,153238.13612,Diesel,Manual,3295
Toyota Corolla,TOYOTA,2012,13,153238.13612,Diesel,Manual,3295
Toyota Iq,TOYOTA,2012,13,153238.13612,Diesel,Manual,3295
Nissan Note,NISSAN,2012,13,153238.13612,Diesel,Manual,3295
Kia Ceed,KIA,2012,13,153238.13612,Diesel,Manual,3295
Volkswagen Golf,VOLKSWAGEN,2012,13,153238.13612,Diesel,Manual,3295
Nissan Micra,NISSAN,2012,13,153238.13612,Diesel,Manual,3295
Fiat 500,FIAT,2012,13,153238.13612,Diesel,Manual,3295
Hyundai Ix35,HYUNDAI,2012,13,153238.13612,Diesel,Manual,3295
Peugeot 308,PEUGEOT,2012,13,153238.13612,Diesel,Manual,3295
Vauxhall Astra,VAUXHALL,2012,13,153238.13612,Diesel,Manual,3295
Ford Fiesta,FORD,2012,13,153238.13612,Diesel,Manual,3295
Alfa Romeo Giulietta,ALFA,2012,13,153238.13612,Diesel,Manual,3295
Citroen C3 Picasso,CITROEN,2009,16,143231.26,Petrol,Manual,3295
Volkswagen Polo,VOLKSWAGEN,2009,16,143231.26,Petrol,Manual,3295
Mazda 6,MAZDA,2009,16,143231.26,Petrol,Manual,3295
Hyundai I10,HYUNDAI,2009,16,143231.26,Petrol,Manual,3295
Mini Hatch,MINI,2009,16,143231.26,Petrol,Manual,3295
Volkswagen Golf,VOLKSWAGEN,2009,16,143231.26,Petrol,Manual,3295
Peugeot Partner,PEUGEOT,2009,16,143231.26,Petrol,Manual,3295
Nissan Juke,NISSAN,2009,16,143231.26,Petrol,Manual,3295
Lexus Is,LEXUS,2009,16,143231.26,Petrol,Manual,3295
Peugeot 2008,PEUGEOT,2009,16,143231.26,Petrol,Manual,3295
Hyundai Ix35,HYUNDAI,2009,16,143231.26,Petrol,Manual,3295
Ford Focus,FORD,2009,16,143231.26,Petrol,Manual,3295
Kia Rio,KIA,2009,16,143231.26,Petrol,Manual,3295
Skoda Citigo,SKODA,2009,16,143231.26,Petrol,Manual,3295
Bmw 1 Series,BMW,2009,16,143231.26,Petrol,Manual,3295
Peugeot 308,PEUGEOT,2009,16,143231.26,Petrol,Manual,3295
Suzuki Alto,SUZUKI,2009,16,143231.26,Petrol,Manual,3295
Hyundai I30,HYUNDAI,2009,16,143231.26,Petrol,Manual,3295
Hyundai I10,HYUNDAI,2011,14,207604.86,Diesel,Manual,3295
Honda Jazz,HONDA,2011,14,207604.86,Diesel,Manual,3295
Renault Clio,RENAULT,2011,14,207604.86,Diesel,Manual,3295
Hyundai Ix35,HYUNDAI,2011,14,207604.86,Diesel,Manual,3295
Toyota Iq,TOYOTA,2011,14,207604.86,Diesel,Manual,3295
Volkswagen Touran,VOLKSWAGEN,2011,14,207604.86,Diesel,Manual,3295
Honda Civic,HONDA,2011,14,207604.86,Diesel,Manual,3295
Vauxhall Insignia,VAUXHALL,2011,14,207604.86,Diesel,Manual,3295
Vauxhall Corsa,VAUXHALL,2011,14,207604.86,Diesel,Manual,3295
Volkswagen Polo,VOLKSWAGEN,2011,14,207604.86,Diesel,Manual,3295
Land Rover Freelander,LAND ROVER,2011,14,207604.86,Diesel,Manual,3295
Nissan Qashqai,NISSAN,2011,14,207604.86,Diesel,Manual,3295
Ford Focus,FORD,2011,14,207604.86,Diesel,Manual,3295
Peugeot 3008,PEUGEOT,2011,14,207604.86,Diesel,Manual,3295
Ford Ka,FORD,2011,14,207604.86,Diesel,Manual,3295
Ford Focus,FORD,2011,14,207604.86,Diesel,Manual,3295
Hyundai I20,HYUNDAI,2011,14,207604.86,Diesel,Manual,3295
Ford S-Max,FORD,2011,14,207604.86,Diesel,Manual,3295
Hyundai I30,HYUNDAI,2013,12,141621.92,Petrol,Manual,3295
Hyundai I10,HYUNDAI,2013,12,141621.92,Petrol,Manual,3295
Peugeot Partner,PEUGEOT,2013,12,141621.92,Petrol,Manual,3295
Ford Fiesta,FORD,2013,12,141621.92,Petrol,Manual,3295
Nissan Note,NISSAN,2013,12,141621.92,Petrol,Manual,3295
Skoda Rapid,SKODA,2013,12,141621.92,Petrol,Manual,3295
Mini Convertible,MINI,2013,12,141621.92,Petrol,Manual,3295
Kia Picanto,KIA,2013,12,141621.92,Petrol,Manual,3295
Nissan Qashqai,NISSAN,2013,12,141621.92,Petrol,Manual,3295
Nissan Juke,NISSAN,2013,12,141621.92,Petrol,Manual,3295
Hyundai I10,HYUNDAI,2013,12,141621.92,Petrol,Manual,3295
Vauxhall Insignia,VAUXHALL,2013,12,141621.92,Petrol,Manual,3295
Vauxhall Corsa,VAUXHALL,2013,12,141621.92,Petrol,Manual,3295
Ds Automobiles Ds 3,DS,2013,12,141621.92,Petrol,Manual,3295
Ford Focus,FORD,2012,13,178636.74,Petrol,Automatic,3295
Mini Hatch,MINI,2012,13,178636.74,Petrol,Automatic,3295
Ford Ka,FORD,2012,13,178636.74,Petrol,Automatic,3295
Volvo V60,VOLVO,2012,13,178636.74,Petrol,Automatic,3295
Dacia Sandero,DACIA,2012,13,178636.74,Petrol,Automatic,3295
Peugeot 3008,PEUGEOT,2012,13,178636.74,Petrol,Automatic,3295
Volkswagen Polo,VOLKSWAGEN,2012,13,178636.74,Petrol,Automatic,3295
Volkswagen Golf,VOLKSWAGEN,2012,13,178636.74,Petrol,Automatic,3295
Audi Tt,AUDI,2012,13,178636.74,Petrol,Automatic,3295
Bmw 1 Series,BMW,2012,13,178636.74,Petrol,Automatic,3295
Volkswagen Tiguan,VOLKSWAGEN,2012,13,178636.74,Petrol,Automatic,3295
Nissan Qashqai,NISSAN,2012,13,178636.74,Petrol,Automatic,3295
Renault Clio,RENAULT,2012,13,178636.74,Petrol,Automatic,3295
Ford Fiesta,FORD,2012,13,178636.74,Petrol,Automatic,3295
Vauxhall Astra,VAUXHALL,2012,13,178636.74,Petrol,Automatic,3295
Vauxhall Antara,VAUXHALL,2012,13,178636.74,Petrol,Automatic,3295
Kia Rio,KIA,2012,13,178636.74,Petrol,Automatic,3295
Seat Ibiza,SEAT,2012,13,178636.74,Petrol,Automatic,3295
Vauxhall Corsa,VAUXHALL,2011,14,160047.25366,Diesel,Manual,3295
Peugeot 3008,PEUGEOT,2011,14,160047.25366,Diesel,Manual,3295
Ford Fiesta Van,FORD,2011,14,160047.25366,Diesel,Manual,3295
Nissan Qashqai,NISSAN,2011,14,160047.25366,Diesel,Manual,3295
Ford Focus,FORD,2011,14,160047.25366,Diesel,Manual,3295
Mg Mg3,MG,2011,14,160047.25366,Diesel,Manual,3295
Bmw 1 Series,BMW,2011,14,160047.25366,Diesel,Manual,3295
Citroen C1,CITROEN,2011,14,160047.25366,Diesel,Manual,3295
Ford C-Max,FORD,2011,14,160047.25366,Diesel,Manual,3295
Citroen C1,CITROEN,2011,14,160047.25366,Diesel,Manual,3295
Renault Clio,RENAULT,2011,14,160047.25366,Diesel,Manual,3295
Volkswagen Up,VOLKSWAGEN,2011,14,160047.25366,Diesel,Manual,3295
Dacia Sandero,DACIA,2011,14,160047.25366,Diesel,Manual,3295
Hyundai I10,HYUNDAI,2011,14,160047.25366,Diesel,Manual,3295
Peugeot 308,PEUGEOT,2011,14,160047.25366,Diesel,Manual,3295
Vauxhall Insignia,VAUXHALL,2013,12,120669.92254,Petrol,Manual,3295
Vauxhall Corsa,VAUXHALL,2013,12,120669.92254,Petrol,Manual,3295
Kia Venga,KIA,2013,12,120669.92254,Petrol,Manual,3295
Toyota Aygo,TOYOTA,2013,12,120669.92254,Petrol,Manual,3295
Peugeot 107,PEUGEOT,2013,12,120669.92254,Petrol,Manual,3295
Vauxhall Astra,VAUXHALL,2013,12,120669.92254,Petrol,Manual,3295
Honda Jazz,HONDA,2013,12,120669.92254,Petrol,Manual,3295
Renault Clio,RENAULT,2013,12,120669.92254,Petrol,Manual,3295
Ford Fiesta,FORD,2013,12,120669.92254,Petrol,Manual,3295
Ford Ka,FORD,2013,12,120669.92254,Petrol,Manual,3295
Seat Ibiza,SEAT,2013,12,120669.92254,Petrol,Manual,3295
Mercedes-Benz C-Class,MERCEDES-BENZ,2013,12,120669.92254,Petrol,Manual,3295
Honda Civic,HONDA,2013,12,120669.92254,Petrol,Manual,3295
Citroen Ds3,CITROEN,2013,12,120669.92254,Petrol,Manual,3295
Ford Focus,FORD,2013,12,120669.92254,Petrol,Manual,3295
Volkswagen Polo,VOLKSWAGEN,2013,12,120669.92254,Petrol,Manual,3295
Vauxhall Zafira,VAUXHALL,2013,12,120669.92254,Petrol,Manual,3295
Fiat 500,FIAT,2013,12,120669.92254,Petrol,Manual,3295
Vauxhall Corsa,VAUXHALL,2012,13,165762.02,Diesel,Manual,3295
Ford Mondeo,FORD,2012,13,165762.02,Diesel,Manual,3295
Hyundai I10,HYUNDAI,2012,13,165762.02,Diesel,Manual,3295
Toyota Yaris,TOYOTA,2012,13,165762.02,Diesel,Manual,3295
Nissan Juke,NISSAN,2012,13,165762.02,Diesel,Manual,3295
Volkswagen Up!,VOLKSWAGEN,2012,13,165762.02,Diesel,Manual,3295
Citroen C4 Picasso,CITROEN,2012,13,165762.02,Diesel,Manual,3295
Mini Countryman,MINI,2012,13,165762.02,Diesel,Manual,3295
Nissan Qashqai,NISSAN,2012,13,165762.02,Diesel,Manual,3295
Ford Focus,FORD,2012,13,165762.02,Diesel,Manual,3295
Suzuki Sx4,SUZUKI,2012,13,165762.02,Diesel,Manual,3295
Peugeot 107,PEUGEOT,2012,13,165762.02,Diesel,Manual,3295
Citroen C1,CITROEN,2012,13,165762.02,Diesel,Manual,3295
Hyundai I20,HYUNDAI,2012,13,165762.02,Diesel,Manual,3295
Nissan Note,NISSAN,2012,13,165762.02,Diesel,Manual,3295
Hyundai Ix35,HYUNDAI,2012,13,165762.02,Diesel,Manual,3295
Citroen C1,CITROEN,2003,22,45281.99958,Petrol,Automatic,3295
Seat Ibiza,SEAT,2003,22,45281.99958,Petrol,Automatic,3295
Nissan Juke,NISSAN,2003,22,45281.99958,Petrol,Automatic,3295
Ford Ka,FORD,2003,22,45281.99958,Petrol,Automatic,3295
Nissan Qashqai,NISSAN,2003,22,45281.99958,Petrol,Automatic,3295
Suzuki Sx4,SUZUKI,2003,22,45281.99958,Petrol,Automatic,3295
Citroen C4,CITROEN,2003,22,45281.99958,Petrol,Automatic,3295
Vauxhall Corsa,VAUXHALL,2003,22,45281.99958,Petrol,Automatic,3295
Bmw 1 Series,BMW,2003,22,45281.99958,Petrol,Automatic,3295
Ford S-Max,FORD,2003,22,45281.99958,Petrol,Automatic,3295
Ford B-Max,FORD,2003,22,45281.99958,Petrol,Automatic,3295
Bmw 3 Series,BMW,2003,22,45281.99958,Petrol,Automatic,3295
Citroen C4,CITROEN,2003,22,45281.99958,Petrol,Automatic,3295
Ford Fiesta,FORD,2003,22,45281.99958,Petrol,Automatic,3295
Fiat 500,FIAT,2003,22,45281.99958,Petrol,Automatic,3295
Jaguar Xj,JAGUAR,2003,22,45281.99958,Petrol,Automatic,3295
Ford C-Max,FORD,2003,22,45281.99958,Petrol,Automatic,3295
Nissan Micra,NISSAN,2003,22,45281.99958,Petrol,Automatic,3295
Nissan Qashqai,NISSAN,2010,15,99779.08,Diesel,Automatic,3295
Peugeot 3008,PEUGEOT,2010,15,99779.08,Diesel,Automatic,3295
Mercedes-Benz C Class,MERCEDES-BENZ,2010,15,99779.08,Diesel,Automatic,3295
Nissan Leaf,NISSAN,2010,15,99779.08,Diesel,Automatic,3295
Nissan Note,NISSAN,2010,15,99779.08,Diesel,Automatic,3295
Ford Ka,FORD,2010,15,99779.08,Diesel,Automatic,3295
Kia Optima,KIA,2010,15,99779.08,Diesel,Automatic,3295
Vauxhall Corsa,VAUXHALL,2010,15,99779.08,Diesel,Automatic,3295
Vauxhall Zafira,VAUXHALL,2010,15,99779.08,Diesel,Automatic,3295
Bmw X3,BMW,2010,15,99779.08,Diesel,Automatic,3295
Fiat Punto,FIAT,2010,15,99779.08,Diesel,Automatic,3295
Bmw 3 Series,BMW,2010,15,99779.08,Diesel,Automatic,3295
Fiat Panda,FIAT,2010,15,99779.08,Diesel,Automatic,3295
Suzuki Swift,SUZUKI,2010,15,99779.08,Diesel,Automatic,3295
Vauxhall Astra,VAUXHALL,2010,15,99779.08,Diesel,Automatic,3295
Vauxhall Mokka,VAUXHALL,2010,15,99779.08,Diesel,Automatic,3295
Toyota Aygo,TOYOTA,2010,15,99779.08,Diesel,Automatic,3295
Ford Focus,FORD,2010,15,99779.08,Diesel,Automatic,3298
Ford Focus,FORD,2012,13,134830.50519999999,Petrol,Manual,3299
Nissan Note,NISSAN,2012,13,134830.50519999999,Petrol,Manual,3299
Vauxhall Adam,VAUXHALL,2012,13,134830.50519999999,Petrol,Manual,3299
Nissan Micra,NISSAN,2012,13,134830.50519999999,Petrol,Manual,3299
Nissan Qashqai,NISSAN,2012,13,134830.50519999999,Petrol,Manual,3299
Mitsubishi Mirage,MITSUBISHI,2012,13,134830.50519999999,Petrol,Manual,3299
Vauxhall Astra,VAUXHALL,2012,13,134830.50519999999,Petrol,Manual,3299
Dacia Sandero,DACIA,2012,13,134830.50519999999,Petrol,Manual,3299
Volkswagen Polo,VOLKSWAGEN,2012,13,134830.50519999999,Petrol,Manual,3299
Volkswagen Golf,VOLKSWAGEN,2012,13,134830.50519999999,Petrol,Manual,3299
Mazda Mazda 2,MAZDA,2012,13,134830.50519999999,Petrol,Manual,3299
Vauxhall Corsa,VAUXHALL,2012,13,134830.50519999999,Petrol,Manual,3299
Nissan Juke,NISSAN,2012,13,134830.50519999999,Petrol,Manual,3299
Bmw 3 Series,BMW,2012,13,134830.50519999999,Petrol,Manual,3299
Toyota Aygo,TOYOTA,2012,13,134830.50519999999,Petrol,Manual,3299
Nissan Qashqai,NISSAN,2010,15,147806.61362,Petrol,Automatic,3299
Mazda Cx-5,MAZDA,2010,15,147806.61362,Petrol,Automatic,3299
Hyundai I10,HYUNDAI,2010,15,147806.61362,Petrol,Automatic,3299
Mazda Mazda2,MAZDA,2010,15,147806.61362,Petrol,Automatic,3299
Mercedes-Benz A Class,MERCEDES-BENZ,2010,15,147806.61362,Petrol,Automatic,3299
Dacia Sandero,DACIA,2010,15,147806.61362,Petrol,Automatic,3299
Citroen C3,CITROEN,2010,15,147806.61362,Petrol,Automatic,3299
Nissan Note,NISSAN,2010,15,147806.61362,Petrol,Automatic,3300
Kia Picanto,KIA,2010,15,147806.61362,Petrol,Automatic,3300
Mercedes-Benz Clk,MERCEDES-BENZ,2010,15,147806.61362,Petrol,Automatic,3300
Nissan Qashqai,NISSAN,2010,15,147806.61362,Petrol,Automatic,3300
Citroen C3,CITROEN,2010,15,147806.61362,Petrol,Automatic,3300
Honda Jazz,HONDA,2010,15,147806.61362,Petrol,Automatic,3300
Peugeot 5008,PEUGEOT,2010,15,147806.61362,Petrol,Automatic,3300
Peugeot 207,PEUGEOT,2010,15,147806.61362,Petrol,Automatic,3300
Audi A3,AUDI,2012,13,152927.5335,Diesel,Manual,3300
Vauxhall Astra,VAUXHALL,2012,13,152927.5335,Diesel,Manual,3300
Vauxhall Zafira Tourer,VAUXHALL,2012,13,152927.5335,Diesel,Manual,3300
Suzuki Sx4 S-Cross,SUZUKI,2012,13,152927.5335,Diesel,Manual,3300
Renault Megane,RENAULT,2012,13,152927.5335,Diesel,Manual,3300
Hyundai I10,HYUNDAI,2012,13,152927.5335,Diesel,Manual,3300
Citroen C3,CITROEN,2012,13,152927.5335,Diesel,Manual,3300
Mercedes-Benz C Class,MERCEDES-BENZ,2012,13,152927.5335,Diesel,Manual,3300
Peugeot Rcz,PEUGEOT,2012,13,152927.5335,Diesel,Manual,3300
Ford C-Max,FORD,2012,13,152927.5335,Diesel,Manual,3300
Renault Clio,RENAULT,2012,13,152927.5335,Diesel,Manual,3310
Mercedes-Benz B Class,MERCEDES-BENZ,2012,13,152927.5335,Diesel,Manual,3330
Vauxhall Corsa,VAUXHALL,2012,13,152927.5335,Diesel,Manual,3333
Ford Ka,FORD,2012,13,152927.5335,Diesel,Manual,3333
Vauxhall Astra Gtc,VAUXHALL,2012,13,152927.5335,Diesel,Manual,3333
Alfa Romeo Giulietta,ALFA,2012,13,152927.5335,Diesel,Manual,3336
Vauxhall Corsa,VAUXHALL,2012,13,152927.5335,Diesel,Manual,3340
Vauxhall Astra,VAUXHALL,2012,13,152927.5335,Diesel,Manual,3340
Ford Focus,FORD,2012,13,152927.5335,Diesel,Manual,3340
Volvo V40,VOLVO,2012,13,117964.622,Petrol,Manual,3344
Vauxhall Corsa,VAUXHALL,2012,13,117964.622,Petrol,Manual,3345
Audi A3,AUDI,2012,13,117964.622,Petrol,Manual,3345
Kia Rio,KIA,2012,13,117964.622,Petrol,Manual,3345
Seat Ibiza,SEAT,2012,13,117964.622,Petrol,Manual,3349
Citroen C1,CITROEN,2012,13,117964.622,Petrol,Manual,3349
Smart Fortwo,SMART,2012,13,117964.622,Petrol,Manual,3350
Kia Picanto,KIA,2012,13,117964.622,Petrol,Manual,3350
Ford Focus,FORD,2012,13,117964.622,Petrol,Manual,3350
Vauxhall Astra,VAUXHALL,2012,13,117964.622,Petrol,Manual,3350
Suzuki Swift,SUZUKI,2012,13,117964.622,Petrol,Manual,3350
Citroen Ds3,CITROEN,2012,13,117964.622,Petrol,Manual,3350
Ford Fiesta,FORD,2012,13,117964.622,Petrol,Manual,3350
Ford S-Max,FORD,2012,13,117964.622,Petrol,Manual,3350
Audi A6 Avant,AUDI,2012,13,117964.622,Petrol,Manual,3350
Vauxhall Zafira Tourer,VAUXHALL,2012,13,117964.622,Petrol,Manual,3350
Suzuki Alto,SUZUKI,2012,13,117964.622,Petrol,Manual,3350
Toyota Iq,TOYOTA,2012,13,117964.622,Petrol,Manual,3350
Fiat 500,FIAT,2012,13,117964.622,Petrol,Manual,3350
Toyota Rav4,TOYOTA,2014,11,148059.28,Diesel,Manual,3350
Vauxhall Astra,VAUXHALL,2014,11,148059.28,Diesel,Manual,3350
Ford Focus,FORD,2014,11,148059.28,Diesel,Manual,3350
Peugeot 3008,PEUGEOT,2014,11,148059.28,Diesel,Manual,3350
Dacia Sandero Stepway,DACIA,2014,11,148059.28,Diesel,Manual,3350
Fiat Punto,FIAT,2014,11,148059.28,Diesel,Manual,3350
Nissan Note,NISSAN,2014,11,148059.28,Diesel,Manual,3350
Vauxhall Mokka,VAUXHALL,2014,11,148059.28,Diesel,Manual,3350
